0.77154,0.95934,0.94596,0.86945,0.93447,0.94817,0.9206,0.99191,0.95504,0.9447,0.92172,0.84615,0.86369,0.90475,0.92439,0.73466,0.84152,0.88225,0.87588,0.76211,0.84707,0.87614,0.8301,0.77067,0.8579,0.88943,0.93111,0.8783,0.89133,0.93894,0.9014,0.85198,0.79382,0.75648,0.91945,0.8296,0.88019,0.8012,0.91282,0.89076,0.75172,0.91045,0.76464,0.93175,0.90878,0.91032,0.99867,0.96403,0.99364,0.93431,0.701
0.97411,0.99067,0.99021,0.98978,0.98671,0.98686,0.9927,0.98865,0.97948,0.99327,0.98036,0.91735,0.9154,0.87113,0.8339,0.9009,0.94165,0.87437,0.84395,0.92106,0.96755,0.88396,0.81122,0.90131,0.93409,0.89154,0.88554,0.90654,0.92561,0.92884,0.90777,0.93539,0.95563,0.84805,0.77895,0.93522,0.98393,0.90771,0.88372,0.91388,0.97312,0.95218,0.975,0.98482,0.97298,0.9904,0.97428,0.9937,0.98311,0.96701,0.90643
0.98336,0.99127,0.99734,0.98599,0.99751,0.9988,0.99246,0.96902,0.97655,0.99252,0.98159,0.9141,0.86387,0.84228,0.9051,0.91316,0.9058,0.89007,0.90439,0.90094,0.92772,0.90171,0.86409,0.8538,0.90748,0.91269,0.87683,0.8767,0.90594,0.91564,0.91799,0.9323,0.92842,0.8423,0.84828,0.93912,0.97652,0.89935,0.81515,0.88815,0.95871,0.99155,0.97214,0.98286,0.99012,0.95065,0.99742,0.99015,0.99656,0.9293,0.74352
0.97029,0.99974,0.98921,0.98551,0.99041,0.99558,0.99535,0.98746,0.99686,0.9998,0.96594,0.87216,0.84008,0.89084,0.95794,0.9147,0.84001,0.90384,0.96882,0.93192,0.84738,0.876,0.93184,0.87424,0.87125,0.91751,0.9009,0.85536,0.86385,0.92147,0.93681,0.90126,0.87699,0.89886,0.93567,0.94387,0.92403,0.86122,0.84288,0.84573,0.97318,0.93876,0.99212,0.97747,0.9553,0.99543,0.97162,0.98166,0.96361,0.96624,0.72059
0.89514,0.99481,0.98826,0.99305,0.99855,0.99212,0.99889,0.99146,0.97957,0.98542,0.94905,0.86839,0.90843,0.93632,0.92442,0.86635,0.84692,0.89212,0.96251,0.92887,0.80234,0.8453,0.93422,0.91171,0.87985,0.89255,0.90736,0.8541,0.85386,0.95941,0.9564,0.88848,0.89725,0.90824,0.91993,0.90212,0.86807,0.90596,0.95937,0.83773,0.8676,0.96464,0.92903,0.98794,0.97579,0.9622,0.97323,0.98998,0.9851,0.98341,0.89295
0.81512,0.96637,0.99955,0.99263,0.97253,0.99266,0.99501,0.99789,0.98124,0.97222,0.98937,0.89807,0.89538,0.90114,0.86726,0.89715,0.91094,0.86379,0.90277,0.91489,0.88595,0.85157,0.88186,0.90631,0.8792,0.88842,0.92158,0.89406,0.89393,0.94759,0.9281,0.90493,0.96314,0.90853,0.8485,0.85694,0.87826,0.93427,0.97464,0.83121,0.81703,0.99913,0.93652,0.96169,0.98721,0.99793,0.99366,0.9878,0.96701,0.94881,0.7577
0.82266,0.9616,0.98863,0.98734,0.99684,0.96921,0.99041,0.97665,0.98977,0.98831,0.99685,0.9285,0.84208,0.81996,0.8876,0.96065,0.95495,0.87473,0.84122,0.90647,0.96355,0.95536,0.85374,0.80011,0.85863,0.90625,0.88705,0.91644,0.93095,0.90953,0.87521,0.93905,0.99051,0.92558,0.80252,0.85051,0.92331,0.92611,0.89369,0.80579,0.91931,0.91315,0.96998,0.98783,0.96816,0.96748,0.98229,0.95667,0.9268,0.92681,0.51339
0.93134,0.99629,0.99095,0.96934,0.96633,0.99986,0.99712,0.99157,0.99417,0.97338,0.96512,0.85894,0.87826,0.89355,0.91467,0.92451,0.91535,0.88386,0.90005,0.88779,0.89457,0.93678,0.95343,0.79364,0.86135,0.94584,0.87029,0.85499,0.89816,0.87023,0.90501,0.9592,0.93822,0.86686,0.85112,0.8737,0.93683,0.94067,0.84864,0.46585,0.61394,0.9496,0.97844,0.9821,0.99809,0.95701,0.97393,0.97985,0.95285,0.93509,0.66013
0.97587,0.98042,0.96967,0.9892,0.97467,0.9844,0.96019,0.99216,0.97459,0.98842,0.88176,0.89822,0.94792,0.94096,0.95202,0.89914,0.85427,0.89912,0.94708,0.89183,0.80873,0.93653,0.98506,0.90613,0.83724,0.92256,0.87626,0.83411,0.83983,0.85139,0.92407,0.95788,0.91851,0.88766,0.92442,0.93605,0.85095,0.84481,0.29485,0.36917,0.39173,0.40556,0.9723,0.98948,0.96373,0.99222,0.97533,0.96464,0.9994,0.99342,0.85725
0.91584,0.99757,0.97618,0.97077,0.99848,0.94821,0.99584,0.96874,0.99081,0.9974,0.88591,0.88468,0.92631,0.90904,0.9604,0.91446,0.84788,0.90472,0.9512,0.91279,0.84012,0.86921,0.9734,0.96467,0.88061,0.82673,0.8936,0.87862,0.8176,0.84056,0.8983,0.9387,0.94644,0.90896,0.95872,0.99036,0.85591,0.31531,0.31032,0.97833,0.99381,0.55905,0.51628,0.95415,0.98306,0.9829,0.98586,0.99919,0.99513,0.96379,0.78911
