0.1095,0.11099,0.056146,0.033248,0.031192,0.031192,0.033258,0.056336,0.1127,0.11919,0.092185,0.1519,0.21223,0.15663,0.073684,0.073684,0.15663,0.21223,0.1519,0.092185,0.11919,0.1127,0.056336,0.033258,0.031192,0.031192,0.033258,0.056363,0.11323,0.12312,0.10285,0.16235,0.21441,0.15161,0.062352,0.035893,0.0626,0.11817,0.11674,0.087227,0.11892,0.1127,0.056336,0.033258,0.031192,0.031192,0.033258,0.056363,0.11323,0.12312,0.10286,0.16257,0.21609,0.15608,0.063693,0.019383
0.10627,0.10152,0.095261,0.11613,0.1325,0.1325,0.11614,0.095478,0.10365,0.11748,0.10477,0.11268,0.14076,0.14705,0.14166,0.14166,0.14705,0.14076,0.11268,0.10477,0.11748,0.10365,0.095478,0.11614,0.1325,0.1325,0.11614,0.095547,0.10503,0.1277,0.1325,0.13975,0.14546,0.13074,0.11654,0.1228,0.13427,0.13125,0.10877,0.10404,0.11742,0.10365,0.095478,0.11614,0.1325,0.1325,0.11614,0.095547,0.10503,0.1277,0.13253,0.14044,0.15081,0.14558,0.12019,0.068919
0.069613,0.091613,0.12182,0.12935,0.1192,0.1192,0.12936,0.12197,0.093973,0.085973,0.092004,0.076923,0.062303,0.077825,0.10031,0.10031,0.077825,0.062303,0.076923,0.092004,0.085973,0.093973,0.12197,0.12936,0.1192,0.1192,0.12936,0.12201,0.094896,0.092793,0.11052,0.09494,0.064953,0.065295,0.082225,0.096633,0.098921,0.086477,0.085751,0.093128,0.086019,0.093972,0.12197,0.12936,0.1192,0.1192,0.12936,0.12201,0.094896,0.092793,0.11055,0.095463,0.069011,0.07664,0.084824,0.054535
0.036785,0.078343,0.10314,0.078407,0.048771,0.048771,0.078407,0.10328,0.081155,0.057738,0.073299,0.064522,0.030088,0.022775,0.030412,0.030412,0.022775,0.030088,0.064522,0.073299,0.057738,0.081155,0.10328,0.078407,0.048771,0.048771,0.078407,0.10323,0.080308,0.051479,0.056277,0.047349,0.022558,0.017812,0.024903,0.030336,0.032359,0.040707,0.068449,0.073822,0.057763,0.081155,0.10328,0.078407,0.048771,0.048771,0.078407,0.10323,0.080308,0.051479,0.056285,0.047508,0.023796,0.021289,0.025666,0.017102
0.012303,0.032384,0.039153,0.023003,0.0093997,0.0093997,0.023003,0.03922,0.033756,0.022492,0.030684,0.028522,0.010986,0.0035309,0.0036132,0.0036132,0.0035309,0.010986,0.028522,0.030684,0.022492,0.033745,0.039134,0.02271,0.0089104,0.0089104,0.02271,0.039091,0.032895,0.016206,0.0136,0.011444,0.004625,0.0022676,0.0029578,0.0036814,0.0048804,0.012463,0.02907,0.030757,0.022496,0.033756,0.03922,0.023003,0.0093997,0.0093997,0.023003,0.039178,0.032906,0.016207,0.013601,0.011463,0.0047713,0.0026796,0.0030462,0.0020484
-0.012303,-0.032384,-0.039153,-0.023003,-0.0093997,-0.0093997,-0.023003,-0.03922,-0.033756,-0.022496,-0.030761,-0.029098,-0.012556,-0.0051076,-0.0042723,-0.0042723,-0.0051076,-0.012556,-0.029098,-0.030761,-0.022507,-0.033981,-0.041029,-0.029116,-0.01963,-0.01963,-0.029116,-0.040987,-0.03313,-0.016217,-0.0136,-0.011444,-0.004625,-0.0022676,-0.0029578,-0.0036814,-0.0048804,-0.012463,-0.02907,-0.030757,-0.022496,-0.033756,-0.03922,-0.023003,-0.0093997,-0.0093997,-0.023003,-0.039178,-0.032906,-0.016207,-0.013601,-0.011463,-0.0047713,-0.0026796,-0.0030462,-0.0020484
-0.036779,-0.078365,-0.10328,-0.078609,-0.048982,-0.048982,-0.078609,-0.10342,-0.081181,-0.057781,-0.073896,-0.068473,-0.04089,-0.033776,-0.035181,-0.035181,-0.033776,-0.04089,-0.068473,-0.073896,-0.05786,-0.082912,-0.11751,-0.12658,-0.12965,-0.12966,-0.12662,-0.11751,-0.082077,-0.051578,-0.056343,-0.047298,-0.022394,-0.017747,-0.025002,-0.030505,-0.032496,-0.040734,-0.068466,-0.073896,-0.057781,-0.081181,-0.10342,-0.078609,-0.048978,-0.048954,-0.078534,-0.1033,-0.080306,-0.051493,-0.056351,-0.047458,-0.023639,-0.021245,-0.025769,-0.017199
-0.069611,-0.092188,-0.12486,-0.13361,-0.12365,-0.12365,-0.13361,-0.12501,-0.094632,-0.086513,-0.094782,-0.08623,-0.087586,-0.10597,-0.11534,-0.11534,-0.10597,-0.087586,-0.08623,-0.094778,-0.086695,-0.099551,-0.16783,-0.28353,-0.37946,-0.37967,-0.2842,-0.16855,-0.10073,-0.093496,-0.11199,-0.094014,-0.061709,-0.064089,-0.084352,-0.10017,-0.10176,-0.087072,-0.086206,-0.094782,-0.086513,-0.094632,-0.12501,-0.13361,-0.12358,-0.1231,-0.13212,-0.12355,-0.095003,-0.093204,-0.11201,-0.094557,-0.065919,-0.075862,-0.087051,-0.056569
-0.10773,-0.10755,-0.12004,-0.15027,-0.16818,-0.16818,-0.15028,-0.1203,-0.11035,-0.12287,-0.11825,-0.11354,-0.1373,-0.16303,-0.17303,-0.17303,-0.16303,-0.1373,-0.11354,-0.11822,-0.12261,-0.11316,-0.16677,-0.33963,-0.50835,-0.50979,-0.34439,-0.17176,-0.11634,-0.13301,-0.1453,-0.13426,-0.12227,-0.12305,-0.13422,-0.15107,-0.15673,-0.13653,-0.11351,-0.11825,-0.12287,-0.11035,-0.1203,-0.15026,-0.16765,-0.16418,-0.13932,-0.10935,-0.10765,-0.13252,-0.14535,-0.13512,-0.12885,-0.14135,-0.13871,-0.085346
-0.12575,-0.14157,-0.14157,-0.14708,-0.15073,-0.15073,-0.14709,-0.1419,-0.14545,-0.14856,-0.14167,-0.14048,-0.14096,-0.14202,-0.14824,-0.14824,-0.14202,-0.14096,-0.14047,-0.14157,-0.14687,-0.13501,-0.12656,-0.17884,-0.25153,-0.25432,-0.18942,-0.13798,-0.13883,-0.15016,-0.15298,-0.1581,-0.15831,-0.14138,-0.12652,-0.13018,-0.13627,-0.14019,-0.14043,-0.14167,-0.14856,-0.14545,-0.1419,-0.14703,-0.14943,-0.14052,-0.11872,-0.11316,-0.13517,-0.15104,-0.15352,-0.15893,-0.16415,-0.15758,-0.13104,-0.075387
