99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.013702969667201,0.027405939334402,0.041108909001603,0.054811878668804,0.068514848336005,0.082217818003206,0.095920787670407,0.109623757337608,0.123326727004809,0.13702969667201,0.15073266633921,0.164435636006411,0.178138605673612,0.191841575340813,0.205544545008014,0.219247514675215,0.232950484342416,0.246653454009617,0.260356423676818,0.274059393344019,0.28776236301122,0.301465332678421,0.315168302345622,0.328871272012823,0.342574241680024,0.347974183081896,0.353374124483769,0.358774065885641,0.364174007287514,0.369573948689386,0.374973890091259,0.380373831493131,0.385773772895004,0.391173714296876,0.396573655698749,0.401973597100621,0.407373538502494,0.412773479904366,0.418173421306239,0.423573362708111,0.428973304109984,0.434373245511856,0.439773186913729,0.445173128315601,0.450573069717474,0.455973011119346,0.461372952521219,0.466772893923091,0.472172835324964,0.477572776726836,0.487587389762666,0.497602002798496,0.507616615834326,0.517631228870156,0.527645841905986,0.537660454941816,0.547675067977646,0.557689681013476,0.567704294049306,0.577718907085136,0.587733520120966,0.597748133156796,0.607762746192626,0.617777359228456,0.627791972264286,0.637806585300116,0.647821198335946,0.657835811371776,0.667850424407606,0.677865037443435,0.687879650479265,0.697894263515095,0.707908876550925,0.717923489586755,0.727938102622585,0.731938102622585,0.735938102622585,0.739938102622585,0.743938102622585,0.747938102622585,0.751938102622585,0.755938102622585,0.759938102622585,0.763938102622585,0.767938102622585,0.771938102622585,0.775938102622585,0.779938102622585,0.783938102622585,0.787938102622585,0.791938102622585,0.795938102622585,0.799938102622585,0.803938102622585,0.807938102622585,0.811938102622585,0.815938102622585,0.819938102622585,0.823938102622585,0.827938102622585,0.83644943186395,0.844960761105315,0.85347209034668,0.861983419588045,0.87049474882941,0.879006078070775,0.88751740731214,0.896028736553505,0.90454006579487,0.913051395036235,0.9215627242776,0.930074053518965,0.93858538276033,0.947096712001695,0.95560804124306,0.964119370484425,0.97263069972579,0.981142028967155,0.98965335820852,0.998164687449885,1.00667601669125,1.01518734593262,1.02369867517398,1.03221000441535,1.04072133365671,1.0542911588722,1.06786098408768,1.08143080930317,1.09500063451866,1.10857045973414,1.12214028494963,1.13571011016511,1.1492799353806,1.16284976059609,1.17641958581157,1.18998941102706,1.20355923624255,1.21712906145803,1.23069888667352,1.24426871188901,1.25783853710449,1.27140836231998,1.28497818753546,1.29854801275095,1.31211783796644,1.32568766318192,1.33925748839741,1.3528273136129,1.36639713882838,1.37996696404387,1.38396696404387,1.38796696404387,1.39196696404387,1.39596696404387,1.39996696404387,1.40396696404387,1.40796696404387,1.41196696404387,1.41596696404387,1.41996696404387,1.42396696404387,1.42796696404387,1.43196696404387,1.43596696404387,1.43996696404387,1.44396696404387,1.44796696404387,1.45196696404387,1.45596696404387,1.45996696404387,1.46396696404387,1.46796696404387,1.47196696404387,1.47596696404387,1.47996696404387,1.48396696404387,1.48796696404387,1.49196696404387,1.49596696404387,1.49996696404387,1.50396696404387,1.50796696404387,1.51196696404387,1.51596696404387,1.51996696404387,1.52396696404387,1.52796696404387,1.53196696404387,1.53596696404387,1.53996696404387,1.54396696404387,1.54796696404387,1.55196696404387,1.55596696404387,1.55996696404387,1.56396696404387,1.56796696404387,1.57196696404387,1.57596696404387,1.57996696404387,1.59934036351579,1.61871376298771,1.63808716245963,1.65746056193155,1.67683396140347,1.69620736087539,1.7155807603473,1.73495415981922,1.75432755929114,1.77370095876306,1.79307435823498,1.8124477577069,1.83182115717882,1.85119455665074,1.87056795612266,1.88994135559458,1.9093147550665,1.92868815453842,1.94806155401034,1.96743495348226,1.98680835295418,2.0061817524261,2.02555515189801,2.04492855136993,2.06430195084185,2.07267386647684,2.08104578211183,2.08941769774682,2.0977896133818,2.10616152901679,2.11453344465178,2.12290536028676,2.13127727592175,2.13964919155674,2.14802110719173,2.15639302282671,2.1647649384617,2.17313685409669,2.18150876973168,2.18988068536666,2.19825260100165,2.20662451663664,2.21499643227162,2.22336834790661,2.2317402635416,2.24011217917659,2.24848409481157,2.25685601044656,2.26522792608155,2.27359984171654,2.27759984171654,2.28159984171654,2.28559984171654,2.28959984171654,2.29359984171654,2.29759984171654,2.30159984171654,2.30559984171654,2.30959984171654,2.31359984171654,2.31759984171654,2.32159984171654,2.32559984171654,2.32959984171654,2.33359984171654,2.33759984171654,2.34159984171654,2.34559984171654,2.34959984171654,2.35359984171654,2.35759984171654,2.36159984171654,2.36559984171654,2.36959984171654,2.37359984171654,2.37819898175087,2.38279812178521,2.38739726181954,2.39199640185387,2.39659554188821,2.40119468192254,2.40579382195688,2.41039296199121,2.41499210202555,2.41959124205988,2.42419038209422,2.42878952212855,2.43338866216289,2.43798780219722,2.44258694223155,2.44718608226589,2.45178522230022,2.45638436233456,2.46098350236889,2.46558264240323,2.47018178243756,2.4747809224719,2.47938006250623,2.48397920254057,2.4885783425749
0,3.15643185099217,5.80134421651484,8.0359943215808,9.93653900872021,11.5612967995166,12.9558964102011,14.1564236213928,15.192214424376,16.1135037649172,16.940048936181,17.6845960390578,18.3627794691881,18.9835472260439,19.5456304177662,20.0515820110737,20.512643904857,20.9370851550321,21.3328347054765,21.7078751055263,22.0701859399653,22.4282695806607,22.7916039452005,23.1714203568678,23.5833658300696,24.0500306825983,24.2226415173085,24.3625632195648,24.4847394698368,24.5964795895789,24.7039299396647,24.8115564996657,24.9230772894989,25.0417297556278,25.1677151442028,25.3012441011671,25.4427053178087,25.5927774804738,25.7525607351636,25.9237546225095,26.1086090492268,26.3099328061078,26.5305129103679,26.7731874604169,27.0410310210483,27.3379243465806,27.6684865929676,28.0320594239442,28.4319243248457,28.8934826013645,29.5591983719243,30.79328899399,31.6404997903428,32.3769613241711,33.0333849220792,33.6290474342756,34.1773238148561,34.6886449644798,35.1715142335222,35.6311754974071,36.0728125456086,36.5009891401796,36.9199042088677,37.3337886314545,37.7469301060984,38.1639930024805,38.5894662784303,39.0270337210515,39.4801525186338,39.9538983616789,40.4541750805872,40.9871452184634,41.5599605561715,42.1807719783297,42.8611565158127,43.6655868132177,44.0754695427003,44.4668264473905,44.8468120208771,45.2184913186094,45.5837361070543,45.943232045451,46.2976782821028,46.6476306613943,46.9936920223598,47.336540251669,47.6768069162736,48.0150880302767,48.3519486591585,48.6878110070764,49.0231578624273,49.3584146677713,49.6939576205551,50.030128895031,50.3672364033203,50.7055625183302,51.045356096599,51.386855903452,51.7302569425723,52.075834681373,52.4238172261415,55.7884550831222,58.9439053861499,62.0438296227996,65.1822473805388,68.3763946148272,71.6267613929911,74.8605641621702,78.0615865403447,81.2945995000386,84.5394202511422,87.742525420751,90.9365463692414,94.1183354397892,97.3147497386464,100.543090845631,103.724199325133,106.849090604168,109.961608942804,113.086872692606,116.235279014316,119.388174411323,122.534353416041,125.681262515247,128.860584854417,132.05817712819,134.448940956084,135.399239310422,136.23758305486,136.995067548138,137.7083642804,138.383115790382,139.025656745614,139.637350353672,140.221285059147,140.784536071544,141.332415533287,141.869967425553,142.403332517854,142.927482674695,143.429603249654,143.917924523419,144.400343234313,144.885181515756,145.381122552499,145.897853463198,146.444978707011,147.033244959542,147.675786692275,148.389345593735,149.195797828558,149.40805386375,149.627269236292,149.85383016942,150.08899146525,150.334055233509,150.589339021899,150.855189214942,151.132069845376,151.42033457221,151.720355021466,152.032524657074,152.357590829419,152.696910125956,153.051368785782,153.421079329115,153.806000625987,154.205840291443,154.620304895556,155.049383715034,155.493470122498,155.95346877757,156.430740144887,156.927056605038,157.443943935357,157.982453837553,158.591452283322,158.938404614958,159.250921386315,159.531449766265,159.782636227482,160.007268311465,160.208226380988,160.388391043635,160.553846078018,160.714424477819,160.871251334972,161.024596578927,161.174305309557,161.320632277458,161.463818041118,161.600960357082,161.732439790645,161.858964924942,161.981288429612,162.100640339981,162.218259683447,162.334710219179,162.452483637918,162.574378502718,162.70211266131,163.915689955003,164.72325946437,165.347897808911,165.850835623396,166.274839238391,166.651942069335,167.008838127345,167.367451721134,167.748607561751,168.173767627139,168.658775071401,169.220831651306,169.894450481347,170.673029042904,171.571576347998,172.628333453938,173.878902360652,175.375164610716,177.177832608288,179.336154069416,181.827559683187,184.750405642349,188.187712370078,192.309235856441,197.466350660022,200.725087432104,201.662290344766,202.52811655436,203.34025609747,204.106606536224,204.832798359157,205.523405117397,206.182074630316,206.811567006477,207.414251991145,207.992330354454,208.549061650696,209.089411808311,209.624139171489,210.133131878892,210.618306205843,211.086642374686,211.539410662971,211.978296757361,212.405105530573,212.8217858636,213.230009797699,213.631501375705,214.027667958094,214.436373836246,214.634399238984,214.83323419571,215.030570847544,215.226592818563,215.421490445033,215.615457843032,215.808690158709,216.001533305611,216.194510277352,216.387453841311,216.582707134048,216.781741592216,216.985028007841,217.192330289717,217.402849396866,217.615624833241,217.829901835271,218.045379529828,218.262390051446,218.480650358878,218.701169761028,218.926905088048,219.157695961186,219.394773397635,219.638756376003,220.025483368542,220.388178490473,220.754488748305,221.125535161978,221.502425404747,221.886298476614,222.27887539562,222.686636346418,223.114697675482,223.56500840495,224.039324746909,224.539489917684,225.067454180639,225.625293932301,226.215223109989,226.839566534389,227.500887189104,228.201991163348,228.945949260989,229.73608329105,230.576075520415,231.470227319069,232.423355040161,233.440886535241,234.528988691514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
