0.12528,0.054959,-0.083761,-0.16696,-0.17313,-0.14756,-0.10484,-0.0581,-0.049995,-0.047012,0.020829,0.1111,0.13467,0.055469,-0.079,-0.14756,-0.1083,-0.073276,-0.11566,-0.15077,-0.10906,-0.0636,-0.085109,-0.091368,-0.031808,0.014847,-0.0010338,-0.020667,-0.00081577,0.015554,0.02718,0.089219,0.16438,0.14012,0.012654,-0.06331,0.0040639,0.10169,0.10571,0.090229,0.11801,0.052826,-0.075739,-0.060869,0.046828,0.065136,-0.0077605,-0.06195,-0.019732,0.097475,0.15772
0.090356,0.038358,-0.051174,-0.10286,-0.11257,-0.093465,-0.041265,0.015482,0.021543,0.0080786,0.044717,0.095978,0.090016,0.017987,-0.069566,-0.10695,-0.085328,-0.061785,-0.070506,-0.077918,-0.057508,-0.034899,-0.034531,-0.024109,0.015859,0.046689,0.034858,0.010772,0.0081517,0.0095794,0.019856,0.065422,0.10706,0.083467,0.01105,-0.023058,0.02443,0.078433,0.056487,0.020858,0.037739,0.01979,-0.036514,-0.026485,0.0085178,-0.0070304,-0.040398,-0.058086,-0.037453,0.041485,0.10421
0.027713,0.015876,0.013599,0.018559,0.010229,0.0099755,0.040241,0.073093,0.069136,0.043881,0.032914,0.023825,-0.00057518,-0.022085,-0.023917,-0.022857,-0.035341,-0.037665,-0.011074,0.012732,-0.003024,-0.025232,-0.0078739,0.022656,0.034001,0.036462,0.034298,0.018647,-0.0041627,-0.013336,-0.00087713,0.011732,0.0043306,-0.001769,0.014603,0.02688,0.018204,0.0047725,-0.013763,-0.04461,-0.067612,-0.053213,-0.0045603,0.027721,0.0032272,-0.030158,-0.013945,0.009719,0.0014436,0.0019344,0.023038
0.030497,0.030606,0.04178,0.054366,0.048869,0.043438,0.046252,0.036497,0.011831,-0.0085401,-0.018947,-0.029476,-0.033005,-0.017014,0.0016015,-0.00021444,-0.018677,-0.02944,-0.016461,-0.0026833,-0.024936,-0.057567,-0.050579,-0.024495,-0.020464,-0.028803,-0.025802,-0.022874,-0.031841,-0.029864,-0.013878,-0.011223,-0.015491,0.0043142,0.037007,0.03015,-0.019924,-0.046657,-0.023779,-0.024254,-0.084379,-0.10766,-0.040727,0.034449,0.054107,0.053577,0.074702,0.090245,0.070394,0.037645,0.018063
0.065821,0.059234,0.032311,0.0059268,-0.0093612,4.9859e-05,0.0069073,-0.027468,-0.074994,-0.085282,-0.058016,-0.027411,-0.0095853,-0.0058818,-0.01895,-0.026949,-0.013039,-0.0094607,-0.034016,-0.055421,-0.052499,-0.041931,-0.041878,-0.049714,-0.059874,-0.068038,-0.064057,-0.045897,-0.024985,-0.012676,-0.012217,-0.0074728,0.024307,0.062022,0.058307,0.010086,-0.038756,-0.042413,-0.0057162,0.0043666,-0.045529,-0.087653,-0.06516,-0.0066757,0.04866,0.089753,0.10891,0.095639,0.061932,0.038055,0.028428
0.052866,0.057514,0.03054,-0.018812,-0.057984,-0.051681,-0.03346,-0.058023,-0.097261,-0.098493,-0.062455,-0.02275,-0.0085282,-0.025689,-0.048545,-0.040009,-0.0017885,0.014233,-0.01857,-0.054682,-0.037219,0.015043,0.035863,0.0095581,-0.018067,-0.019354,-0.013302,-0.0017294,0.01904,0.015445,-0.010913,-0.0070415,0.034979,0.060783,0.035891,-0.0063743,-0.019848,-0.011053,-0.019681,-0.037766,-0.023335,0.001254,-0.013944,-0.045144,-0.035531,0.014121,0.049511,0.035801,-0.001789,-0.012438,0.0051708
-0.015807,0.013813,0.040667,0.021842,-0.024495,-0.04752,-0.048982,-0.054542,-0.050869,-0.044352,-0.05725,-0.065471,-0.056237,-0.045886,-0.032055,-0.012408,0.0011389,0.0069411,0.0033704,-0.011849,-0.01683,0.012952,0.05583,0.067405,0.063333,0.07512,0.077539,0.062071,0.043401,0.0072143,-0.027515,-0.022761,-0.0077614,-0.014545,-0.021399,-0.0075588,0.013957,-0.0053543,-0.10058,-0.17993,-0.10714,0.026385,0.035234,-0.039318,-0.069144,-0.0436,-0.019874,-0.01243,-0.010744,-0.016126,-0.021156
-0.069844,-0.044222,0.0094933,0.03535,0.029878,0.018042,0.0030728,-0.0049775,0.015769,0.019985,-0.035024,-0.081847,-0.069777,-0.025943,0.017205,0.029774,0.0058655,-0.0047235,0.020407,0.03417,0.0062388,-0.017218,0.013875,0.073395,0.11388,0.12338,0.10982,0.080793,0.035256,-0.016634,-0.042739,-0.040366,-0.052311,-0.071458,-0.041187,0.029673,0.055003,-0.04063,-0.23702,-0.37917,-0.30652,-0.10576,0.0018648,0.0087085,0.0010195,-0.020638,-0.057785,-0.049824,-0.0029177,-0.0072908,-0.053479
-0.052157,-0.058881,-0.0505,-0.021277,0.033482,0.077083,0.074072,0.047094,0.041905,0.04306,0.0082647,-0.036911,-0.044048,-0.016386,0.018346,0.023746,0.00069323,-0.0053936,0.022822,0.049558,0.041573,0.0078297,-0.0049177,0.033233,0.07553,0.073261,0.058849,0.053977,0.031706,0.0020994,-0.0083984,-0.015901,-0.04343,-0.058529,-0.012465,0.065039,0.066288,-0.079267,-0.29535,-0.41072,-0.35855,-0.19083,-0.02602,0.07046,0.08353,0.019602,-0.059078,-0.068589,-0.024691,-0.023543,-0.060417
0.010255,-0.0036595,-0.050647,-0.058155,0.0086501,0.06778,0.064703,0.033637,0.016152,0.021714,-0.0011156,-0.095098,-0.1642,-0.14299,-0.07279,-0.038752,-0.033609,-0.0271,-0.014494,0.010624,0.043786,0.040757,-0.010187,-0.043573,-0.039066,-0.034879,-0.025967,-0.0019318,0.019819,0.042843,0.065133,0.056043,0.013049,-0.015817,-0.0010351,0.023197,0.012436,-0.052647,-0.14738,-0.18854,-0.14838,-0.051148,0.044134,0.10174,0.090764,0.035268,-0.0018329,-0.0036904,0.0086691,0.019588,0.020098
